_id,body_type,car_brand,car_model,car_name,drive_wheels,engine_displacement,fuel_type,general_rating,horse_power,number_of_cylinders,number_of_reviews,price_new,production_year,seat_capacity,transmission_type,views
69749ca238d4f6af0d04bb7f,SUV,MITSUBISHI,Outlander Sport,MITSUBISHI Outlander Sport,AWD,2,petrol,3.2,150,4,865,36288,2016,5,variator,11478
69749ca238d4f6af0d04bb83,Minivan,NISSAN,Serena Serea,NISSAN Serena Serea,FWD,2,petrol,2.9,150,4,114,37920,2004,5,variator,2258
69749ca238d4f6af0d04bb87,Sedan,VOLKSWAGEN,Caddy,VOLKSWAGEN Caddy,FWD,1.9,diesel,2.7,142,4,641,34816,1996,5,manual,4054
69749ca238d4f6af0d04bb89,Coupe,MERCEDES-BENZ,E 55,MERCEDES-BENZ E 55,RWD,5.5,petrol,3.6,412,8,130,49268,2011,4,tiptronic,2417
69749ca238d4f6af0d04bb94,Hatchback,MINI,Cooper S Cabrio,MINI Cooper S Cabrio,FWD,2,petrol,3.4,150,4,423,25724,2015,5,automatic,3887
69749ca238d4f6af0d04bb95,Sedan,MERCEDES-BENZ,S 63 AMG,MERCEDES-BENZ S 63 AMG,RWD,2,petrol,4.1,150,8,9,28600,2014,5,tiptronic,2478
69749ca238d4f6af0d04bb9c,Minivan,FORD,Transit S,FORD Transit S,RWD,2,diesel,2.9,150,4,187,38236,2003,5,manual,2592
69749ca238d4f6af0d04bb9f,Sedan,MERCEDES-BENZ,C 63 AMG,MERCEDES-BENZ C 63 AMG,RWD,2,petrol,4,150,8,452,29640,2010,5,tiptronic,3991
69749ca238d4f6af0d04bba4,Hatchback,FORD,C-MAX HYBRID,FORD C-MAX HYBRID,FWD,2,hybrid,3.1,150,4,517,26432,2012,5,automatic,6214
69749ca238d4f6af0d04bba9,Coupe,BMW,435 CUPE,BMW 435 CUPE,RWD,2,petrol,4.1,150,6,191,31080,2013,4,tiptronic,3210
69749ca238d4f6af0d04bbb0,SUV,MERCEDES-BENZ,ML 500,MERCEDES-BENZ ML 500,AWD,5,petrol,3.8,375,8,872,54264,2005,5,tiptronic,3481
69749ca238d4f6af0d04bbb2,SUV,MERCEDES-BENZ,G 55 AMG,MERCEDES-BENZ G 55 AMG,AWD,2.5,petrol,4.5,188,8,695,39040,2002,5,automatic,6897
69749ca238d4f6af0d04bbba,SUV,MERCEDES-BENZ,ML 270,MERCEDES-BENZ ML 270,AWD,2.5,diesel,4.1,188,5,407,40000,1999,5,tiptronic,2498
69749ca238d4f6af0d04bbbd,SUV,LEXUS,LX 470,LEXUS LX 470,AWD,4.7,petrol,3.6,352,8,978,56388,1997,5,automatic,2498
69749ca238d4f6af0d04bbc0,Coupe,MERCEDES-BENZ,CLK 200 Kompressor,MERCEDES-BENZ CLK 200 Kompressor,RWD,2,petrol,3,150,4,215,37000,1999,4,manual,2010
69749ca238d4f6af0d04bbc5,Minivan,HONDA,Elysion,HONDA Elysion,FWD,2.4,petrol,3,180,4,441,38180,2009,5,automatic,6903
69749ca238d4f6af0d04bbd6,Minivan,FORD,Transit 135,FORD Transit 135,RWD,2.4,diesel,3.4,180,4,134,36600,2002,5,manual,2000
69749ca238d4f6af0d04bbe2,SUV,SUZUKI,Samurai,SUZUKI Samurai,AWD,1.6,cng,3,120,4,463,45120,1983,5,manual,9348
69749ca238d4f6af0d04bbe4,Sedan,BMW,M5 Japan,BMW M5 Japan,RWD,5,petrol,3.4,375,10,834,47124,2005,5,manual,3133
69749ca238d4f6af0d04bbf5,Wagon,TOYOTA,Caldina,TOYOTA Caldina,FWD,2,petrol,3,150,4,34,32452,2002,5,automatic,4994
69749ca238d4f6af0d04bbfa,Sedan,TOYOTA,Aqua s,TOYOTA Aqua s,FWD,1.5,hybrid,3.1,112,4,545,28416,2013,5,automatic,1857
69749ca238d4f6af0d04bbfb,Sedan,HYUNDAI,Elantra LIMITED,HYUNDAI Elantra LIMITED,FWD,1.8,petrol,3.2,135,4,983,30016,2012,5,automatic,1171
69749ca238d4f6af0d04bc01,Sedan,PEUGEOT,607,PEUGEOT 607,FWD,2,diesel,4.1,150,6,942,32240,2000,5,tiptronic,12939
69749ca238d4f6af0d04bc09,SUV,LEXUS,RX 350 F sport,LEXUS RX 350 F sport,AWD,3.5,petrol,3.6,262,6,887,43164,2015,5,tiptronic,7848
69749ca238d4f6af0d04bc0a,Hatchback,OPEL,Astra H,OPEL Astra H,FWD,1.8,petrol,2.8,135,4,324,26676,2007,5,manual,1907
69749ca238d4f6af0d04bc0f,Sedan,VOLKSWAGEN,NEW Beetle,VOLKSWAGEN NEW Beetle,FWD,2,petrol,3.3,150,4,549,33672,2002,5,automatic,2271
69749ca238d4f6af0d04bc11,Wagon,RENAULT,Megane GT Line,RENAULT Megane GT Line,FWD,2,diesel,3.8,150,4,577,28250,2011,5,manual,4121
69749ca238d4f6af0d04bc23,Sedan,MERCEDES-BENZ,CLS 350 AMG,MERCEDES-BENZ CLS 350 AMG,RWD,3.5,petrol,3.2,262,6,388,39312,2007,5,tiptronic,2171
69749ca238d4f6af0d04bc2c,SUV,AUDI,Q5 S-line,AUDI Q5 S-line,AWD,2.5,petrol,4.4,188,6,943,35840,2012,5,tiptronic,1915
69749ca238d4f6af0d04bc32,SUV,BMW,X1,BMW X1,AWD,2.5,petrol,4.3,188,4,736,35840,2012,5,tiptronic,2216
69749ca238d4f6af0d04bc34,Coupe,MERCEDES-BENZ,CLK 270,MERCEDES-BENZ CLK 270,RWD,2,diesel,4.1,150,5,12,34440,2001,4,tiptronic,2815
69749ca238d4f6af0d04bc3d,SUV,ACURA,RDX,ACURA RDX,AWD,3.5,petrol,3.7,262,6,590,43560,2014,5,automatic,834
69749ca238d4f6af0d04bc3f,Hatchback,DAIHATSU,Sirion,DAIHATSU Sirion,FWD,1.2,petrol,2.6,90,4,552,25092,2001,5,manual,2110
69749ca238d4f6af0d04bc47,Hatchback,HYUNDAI,Elantra GT,HYUNDAI Elantra GT,FWD,2,petrol,3.1,150,4,397,26196,2013,5,automatic,2119
69749ca238d4f6af0d04bc55,Sedan,CHEVROLET,Cruze RS,CHEVROLET Cruze RS,FWD,2,petrol,3.8,150,4,961,28340,2015,5,tiptronic,4923
69749ca238d4f6af0d04bc5a,Sedan,VAZ,2121 (Niva),VAZ 2121 (Niva),AWD,1.3,petrol,2.8,98,4,485,35216,1982,5,manual,5457
69749ca238d4f6af0d04bc5c,Sedan,GAZ,20,GAZ 20,RWD,2,petrol,2.5,150,4,450,47472,1952,5,manual,4707
69749ca238d4f6af0d04bc60,Sedan,LINCOLN,MKZ hybrid,LINCOLN MKZ hybrid,FWD,2,hybrid,3.3,150,4,595,30360,2014,5,tiptronic,3095
69749ca238d4f6af0d04bc68,Coupe,BMW,130,BMW 130,RWD,2.8,petrol,3.4,210,6,280,38048,2008,4,automatic,3017
69749ca238d4f6af0d04bc79,SUV,NISSAN,X-Trail X-trail,NISSAN X-Trail X-trail,AWD,2,petrol,3.2,150,4,256,41328,2001,5,manual,2116
69749ca238d4f6af0d04bc7f,SUV,TOYOTA,Hilux Surf,TOYOTA Hilux Surf,AWD,3.4,petrol,3.3,255,6,302,49784,1997,5,automatic,2419
69749ca238d4f6af0d04bc84,Sedan,MERCEDES-BENZ,200,MERCEDES-BENZ 200,RWD,1.8,petrol,2.8,135,4,287,34036,1997,5,manual,4148
69749ca238d4f6af0d04bc86,SUV,ISUZU,VehiCross,ISUZU VehiCross,AWD,3.2,petrol,3.4,240,6,53,48384,1998,5,automatic,1647
69749ca238d4f6af0d04bc8b,Sedan,VOLKSWAGEN,CC,VOLKSWAGEN CC,FWD,2,petrol,4.1,150,4,486,29900,2009,5,automatic,4230
69749ca238d4f6af0d04bc8f,Hatchback,TOYOTA,Prius C Navigation,TOYOTA Prius C Navigation,FWD,1.5,hybrid,3.1,112,4,258,24192,2012,5,automatic,1489
69749ca238d4f6af0d04bc99,Sedan,MERCEDES-BENZ,E 350 w211,MERCEDES-BENZ E 350 w211,RWD,2,petrol,4.2,150,6,952,30680,2006,5,automatic,3991
69749ca238d4f6af0d04bccb,SUV,FORD,Expedition,FORD Expedition,AWD,4.6,petrol,3.4,345,8,866,55000,1999,5,automatic,3818
69749ca238d4f6af0d04bcd2,Sedan,HYUNDAI,Sonata HYBRID,HYUNDAI Sonata HYBRID,FWD,2.4,hybrid,3.3,180,4,856,33288,2010,5,tiptronic,3268
69749ca238d4f6af0d04bcd9,SUV,MERCEDES-BENZ,ML 320,MERCEDES-BENZ ML 320,AWD,2.5,diesel,4.4,188,6,536,37120,2008,5,tiptronic,2025
69749ca238d4f6af0d04bcec,SUV,LAND ROVER,Range Rover Evoque,LAND ROVER Range Rover Evoque,AWD,2.5,petrol,4.3,188,4,86,36160,2011,5,tiptronic,2522
69749ca238d4f6af0d04bcf9,Hatchback,TOYOTA,Prius V ALPINA,TOYOTA Prius V ALPINA,FWD,1.8,hybrid,3.1,135,4,935,25080,2014,5,automatic,2356
69749ca238d4f6af0d04bd00,Minivan,MERCEDES-BENZ,Sprinter 315CDI,MERCEDES-BENZ Sprinter 315CDI,FWD,2.4,diesel,3.5,180,6,492,35400,2006,5,manual,7303
69749ca238d4f6af0d04bd0c,Sedan,FORD,Taurus interceptor,FORD Taurus interceptor,AWD,3.8,petrol,3.7,285,6,812,38628,2013,5,automatic,1725
69749ca238d4f6af0d04bd11,Hatchback,KIA,RIO lx,KIA RIO lx,FWD,1.6,petrol,3.4,120,4,999,24420,2013,5,automatic,1435
69749ca238d4f6af0d04bd15,SUV,BMW,X5 XDRIVE 35D,BMW X5 XDRIVE 35D,AWD,2.5,diesel,4.5,188,6,548,36160,2011,5,automatic,2238
69749ca238d4f6af0d04bd17,Sedan,VOLKSWAGEN,Jetta SEL,VOLKSWAGEN Jetta SEL,FWD,2,diesel,3.8,150,4,762,29120,2012,5,manual,5322
69749ca238d4f6af0d04bd2a,SUV,MERCEDES-BENZ,G 300,MERCEDES-BENZ G 300,AWD,2.5,diesel,3.9,188,4,280,43840,1987,5,manual,4597
69749ca238d4f6af0d04bd2e,SUV,LEXUS,RX 450 H,LEXUS RX 450 H,FWD,3.5,hybrid,3.5,262,8,433,45540,2009,5,automatic,3497
69749ca238d4f6af0d04bd35,Sedan,OPEL,Agila,OPEL Agila,FWD,1,petrol,2.7,75,3,316,29264,2000,5,manual,2720
69749ca238d4f6af0d04bd37,SUV,TOYOTA,Highlander sport,TOYOTA Highlander sport,AWD,3.5,petrol,3.7,262,6,491,44748,2011,5,automatic,1979
69749ca238d4f6af0d04bd3a,Sedan,KIA,Avella,KIA Avella,FWD,2,petrol,3.4,150,4,765,30636,2013,5,automatic,3808
69749ca238d4f6af0d04bd51,Hatchback,FORD,Focus TITANIUM,FORD Focus TITANIUM,FWD,2,petrol,3.2,150,4,811,26668,2011,5,automatic,3072
69749ca238d4f6af0d04bd79,Sedan,KIA,Forte,KIA Forte,FWD,1.8,petrol,2.9,135,4,710,29480,2014,5,manual,2405
69749ca238d4f6af0d04bd7f,Sedan,HONDA,Accord CL9 type S,HONDA Accord CL9 type S,FWD,2.4,petrol,2.9,180,4,99,35624,2002,5,tiptronic,1332
69749ca238d4f6af0d04bd82,Hatchback,FIAT,500 turbo,FIAT 500 turbo,FWD,1.6,petrol,3.8,120,4,196,24860,2011,5,manual,1843
69749ca238d4f6af0d04bd8f,Sedan,ACURA,TSX,ACURA TSX,FWD,2.4,petrol,3.3,180,4,792,33580,2009,5,automatic,7289
69749ca238d4f6af0d04bd93,Hatchback,TOYOTA,Aqua L paketi,TOYOTA Aqua L paketi,FWD,1.5,hybrid,3.1,112,4,872,23976,2013,5,tiptronic,1450
69749ca238d4f6af0d04bd94,SUV,HYUNDAI,Santa FE Ultimate,HYUNDAI Santa FE Ultimate,AWD,2.5,petrol,4.4,188,4,620,35200,2014,5,tiptronic,1044
69749ca238d4f6af0d04bd9d,Wagon,MERCEDES-BENZ,Sprinter 311,MERCEDES-BENZ Sprinter 311,RWD,2,diesel,3.4,150,4,971,29000,2008,5,manual,3457
69749ca238d4f6af0d04bdc4,Sedan,BMW,320 Gran Turismo,BMW 320 Gran Turismo,RWD,2.2,petrol,3,165,6,21,35784,1998,5,manual,2425
69749ca238d4f6af0d04bdc5,Sedan,MERCEDES-BENZ,E 280 CDI,MERCEDES-BENZ E 280 CDI,RWD,2,diesel,4.1,150,6,797,30420,2007,5,tiptronic,6090
69749ca238d4f6af0d04bdd6,Sedan,MERCEDES-BENZ,E 36 AMG,MERCEDES-BENZ E 36 AMG,RWD,5.5,petrol,3.7,412,8,469,47840,2009,5,automatic,1518
69749ca238d4f6af0d04bddd,SUV,MITSUBISHI,Outlander sport,MITSUBISHI Outlander sport,FWD,2.4,petrol,3.2,180,4,175,38720,2014,5,automatic,9092
69749ca238d4f6af0d04bddf,Sedan,OPEL,Astra astra,OPEL Astra astra,FWD,2,petrol,2.7,150,4,459,35328,1996,5,manual,1776
69749ca238d4f6af0d04bde7,Sedan,MERCEDES-BENZ,311,MERCEDES-BENZ 311,RWD,2,diesel,3.4,150,6,502,33020,1997,5,manual,3932
69749ca238d4f6af0d04bdf5,Minivan,MERCEDES-BENZ,Vito 2.2,MERCEDES-BENZ Vito 2.2,RWD,2.4,diesel,3.4,180,4,123,36000,2004,5,manual,2459
69749ca238d4f6af0d04be27,Sedan,FORD,F150,FORD F150,FWD,3.5,petrol,3.3,262,4,311,36624,2015,5,automatic,4501
69749ca238d4f6af0d04be2c,Sedan,BMW,535 Twinturbo,BMW 535 Twinturbo,RWD,2,petrol,4.1,150,4,109,29380,2011,5,tiptronic,1043
69749ca238d4f6af0d04be30,Minivan,MERCEDES-BENZ,416,MERCEDES-BENZ 416,RWD,2.4,diesel,3.4,180,5,602,37500,1999,5,manual,1298
69749ca238d4f6af0d04be3c,Sedan,TOYOTA,Avensis,TOYOTA Avensis,FWD,2,petrol,3.1,150,4,547,33396,2003,5,automatic,2410
69749ca238d4f6af0d04be3d,Sedan,HYUNDAI,Sonata Hibrid,HYUNDAI Sonata Hibrid,FWD,2.4,hybrid,3.3,180,4,318,32412,2013,5,automatic,1564
69749ca238d4f6af0d04be44,Sedan,TOYOTA,Prius s,TOYOTA Prius s,FWD,1.8,hybrid,3,135,4,139,30016,2012,5,variator,5479
69749ca238d4f6af0d04be46,Sedan,KIA,RIO lX,KIA RIO lX,FWD,1.6,petrol,3.1,120,4,9,28860,2013,5,automatic,4779
69749ca238d4f6af0d04be4b,SUV,INFINITI,QX80,INFINITI QX80,RWD,5.6,petrol,3.8,420,8,34,51840,2016,5,automatic,3007
69749ca238d4f6af0d04be4d,Hatchback,TOYOTA,Will Vs,TOYOTA Will Vs,FWD,1.8,petrol,3,135,4,973,28044,2001,5,automatic,1677
69749ca238d4f6af0d04be50,Hatchback,TOYOTA,Prius BLUG-IN,TOYOTA Prius BLUG-IN,FWD,1.8,plug-in hybrid,3.2,135,4,320,25764,2011,5,automatic,2177
69749ca238d4f6af0d04be64,Minivan,NISSAN,Presage RIDER,NISSAN Presage RIDER,FWD,2.5,petrol,3,188,4,403,40992,2002,5,automatic,6097
69749ca238d4f6af0d04be6b,Sedan,TOYOTA,Yaris IA,TOYOTA Yaris IA,FWD,1.5,petrol,3.3,112,4,632,27392,2017,5,automatic,6859
69749ca238d4f6af0d04be6c,Wagon,MERCEDES-BENZ,E 300 AVANTGARDE-LTD,MERCEDES-BENZ E 300 AVANTGARDE-LTD,RWD,3,petrol,3.5,225,8,801,36108,2006,5,tiptronic,5633
69749ca238d4f6af0d04be92,SUV,CADILLAC,Escalade,CADILLAC Escalade,RWD,6.2,petrol,3.8,465,8,27,56952,2011,5,automatic,2527
69749ca238d4f6af0d04be99,SUV,HUMMER,H2,HUMMER H2,AWD,6,petrol,3.7,450,8,224,60016,2003,5,automatic,1613
69749ca238d4f6af0d04be9b,Hatchback,BMW,550 GT,BMW 550 GT,RWD,1.6,petrol,4.1,120,6,49,25520,2008,5,tiptronic,3526
69749ca238d4f6af0d04bea7,Minivan,MERCEDES-BENZ,290,MERCEDES-BENZ 290,RWD,2.4,diesel,3.6,180,6,322,37800,1998,5,manual,2910
69749ca238d4f6af0d04bebf,SUV,BMW,X5 X-Drive,BMW X5 X-Drive,AWD,4.8,petrol,3.5,360,8,771,52864,2006,5,tiptronic,3652
69749ca238d4f6af0d04bec1,Hatchback,HYUNDAI,Getz,HYUNDAI Getz,FWD,1.4,petrol,3.1,105,4,946,25228,2005,5,automatic,2237
69749ca238d4f6af0d04bece,Hatchback,FIAT,500C,FIAT 500C,FWD,1.4,diesel,3.1,105,4,425,23532,2013,5,manual,1622
69749ca238d4f6af0d04bedc,Minivan,MERCEDES-BENZ,R 320,MERCEDES-BENZ R 320,AWD,2.4,diesel,4.3,180,6,960,35400,2006,5,tiptronic,2933
69749ca238d4f6af0d04bf16,SUV,ACURA,MDX,ACURA MDX,AWD,3.7,petrol,3.8,278,6,904,45652,2011,5,automatic,15763
69749ca238d4f6af0d04bf22,Coupe,FORD,KA,FORD KA,FWD,1.3,petrol,2.7,98,4,316,33768,1998,4,manual,6494
69749ca238d4f6af0d04bf34,Sedan,BMW,128 M tech,BMW 128 M tech,FWD,3,petrol,3.1,225,6,799,35392,2012,5,manual,2488
69749ca238d4f6af0d04bf43,SUV,BUICK,Encore,BUICK Encore,FWD,1.4,petrol,3.2,105,4,310,34320,2014,5,tiptronic,2279
69749ca238d4f6af0d04bf47,Wagon,RENAULT,Megane,RENAULT Megane,FWD,2,diesel,3.5,150,4,31,29750,2005,5,manual,2216
69749ca238d4f6af0d04bf4e,Hatchback,HONDA,FIT HYBRYD,HONDA FIT HYBRYD,FWD,1.3,hybrid,3,98,4,14,23712,2010,5,automatic,2057
69749ca238d4f6af0d04bf5d,Coupe,MERCEDES-BENZ,CL 550,MERCEDES-BENZ CL 550,RWD,5,petrol,3.6,375,8,622,50752,2002,4,tiptronic,4350
69749ca238d4f6af0d04bf62,SUV,BMW,X3 3.5i,BMW X3 3.5i,AWD,2.5,petrol,4.4,188,6,188,36160,2011,5,automatic,5571
69749ca238d4f6af0d04bf6b,Sedan,MERCEDES-BENZ,E 350 AMG,MERCEDES-BENZ E 350 AMG,RWD,2,diesel,4.1,150,6,693,29900,2009,5,tiptronic,2689
69749ca238d4f6af0d04bf8a,Sedan,MERCEDES-BENZ,C 220 CDI,MERCEDES-BENZ C 220 CDI,RWD,2,diesel,3.6,150,6,481,31980,2001,5,manual,4724
69749ca238d4f6af0d04bf8e,Hatchback,HYUNDAI,Elantra gt,HYUNDAI Elantra gt,FWD,2,petrol,3.1,150,4,561,26432,2012,5,automatic,4629
69749ca238d4f6af0d04bfa1,Sedan,BMW,550 F10,BMW 550 F10,RWD,2,petrol,4.1,150,8,437,29380,2011,5,tiptronic,2030
69749ca238d4f6af0d04bfc5,Hatchback,FORD,Focus ST,FORD Focus ST,FWD,1.6,petrol,3.6,120,4,546,24420,2013,5,manual,2017
69749ca238d4f6af0d04bfd5,Sedan,TOYOTA,Camry sporti,TOYOTA Camry sporti,FWD,2.5,petrol,3.4,188,4,754,32856,2013,5,tiptronic,1246
69749ca238d4f6af0d04bfd9,Sedan,INFINITI,G20,INFINITI G20,FWD,2,petrol,3.1,150,4,272,34500,1999,5,automatic,11775
69749ca238d4f6af0d04bfda,Sedan,CHEVROLET,Sonic,CHEVROLET Sonic,FWD,2,petrol,4.1,150,4,451,28860,2013,5,tiptronic,2104
69749ca238d4f6af0d04bfdf,Sedan,BMW,545,BMW 545,RWD,4.4,petrol,3.4,330,8,219,45012,2003,5,tiptronic,1637
69749ca238d4f6af0d04bff5,SUV,INFINITI,FX35,INFINITI FX35,AWD,3.5,petrol,3.5,262,4,841,48708,2001,5,automatic,12340
69749ca238d4f6af0d04c001,SUV,MERCEDES-BENZ,GLS 450,MERCEDES-BENZ GLS 450,AWD,3,petrol,3.4,225,6,20,40232,2017,5,tiptronic,5241
69749ca238d4f6af0d04c01a,SUV,BMW,"X5 4,4i","BMW X5 4,4i",AWD,4.4,petrol,3.7,330,8,85,53568,2000,5,tiptronic,2538
69749ca238d4f6af0d04c02a,Sedan,BMW,320 2.2,BMW 320 2.2,RWD,2.2,petrol,2.9,165,6,547,35216,2000,5,manual,1691
69749ca238d4f6af0d04c02c,Coupe,RENAULT,Megane 19,RENAULT Megane 19,FWD,1.6,petrol,2.7,120,4,535,36120,1995,4,manual,2878
69749ca238d4f6af0d04c033,Sedan,MERCEDES-BENZ,S 320,MERCEDES-BENZ S 320,RWD,3.2,petrol,3.4,240,6,846,40176,2000,5,tiptronic,2992
69749ca238d4f6af0d04c034,Sedan,CHEVROLET,Cruze LS,CHEVROLET Cruze LS,FWD,2,petrol,3.8,150,4,0,27820,2017,5,automatic,5844
69749ca238d4f6af0d04c036,Sedan,TOYOTA,Camry HYBRID,TOYOTA Camry HYBRID,FWD,2.5,hybrid,3.1,188,4,450,32560,2014,5,variator,3157
69749ca238d4f6af0d04c039,Sedan,MERCEDES-BENZ,E 350 4 Matic AMG Packag,MERCEDES-BENZ E 350 4 Matic AMG Packag,AWD,3.5,lpg,3.5,262,6,223,39312,2007,5,tiptronic,3008
69749ca238d4f6af0d04c03a,Coupe,BMW,645 CI,BMW 645 CI,RWD,4.4,petrol,3.5,330,8,524,47432,2003,4,tiptronic,3639
69749ca238d4f6af0d04c055,Sedan,CADILLAC,CTS,CADILLAC CTS,AWD,2,petrol,3.6,150,4,660,29256,2018,5,automatic,6140
69749ca238d4f6af0d04c079,Sedan,TOYOTA,Camry LE,TOYOTA Camry LE,FWD,2.5,hybrid,3.3,188,4,289,33448,2011,5,automatic,2203
69749ca238d4f6af0d04c08a,SUV,TOYOTA,Fortuner,TOYOTA Fortuner,AWD,2.7,petrol,3.4,202,4,79,39312,2016,5,tiptronic,2141
69749ca238d4f6af0d04c093,Hatchback,LEXUS,CT 200h F SPORT,LEXUS CT 200h F SPORT,FWD,1.8,hybrid,3.2,135,4,646,25764,2011,5,tiptronic,739
69749ca238d4f6af0d04c09e,SUV,FORD,Maverick,FORD Maverick,AWD,2.4,cng,3,180,4,598,45760,1994,5,manual,4909
69749ca238d4f6af0d04c0b0,Sedan,HYUNDAI,Elantra Limited,HYUNDAI Elantra Limited,FWD,1.8,petrol,3.3,135,4,758,30284,2011,5,automatic,2433
69749ca238d4f6af0d04c0b5,Sedan,BMW,225,BMW 225,RWD,2.5,petrol,3.2,188,6,74,37000,1999,5,manual,3851
69749ca238d4f6af0d04c0bc,Wagon,FORD,S-max,FORD S-max,FWD,2,diesel,3.7,150,4,878,29500,2006,5,manual,2211
69749ca238d4f6af0d04c0bd,Sedan,BMW,525 i,BMW 525 i,RWD,2.5,petrol,3.3,188,6,117,36112,2002,5,tiptronic,9134
69749ca238d4f6af0d04c0ca,SUV,MERCEDES-BENZ,GL 320 bluetec,MERCEDES-BENZ GL 320 bluetec,AWD,3,diesel,3.7,225,6,384,43992,2007,5,automatic,6004
69749ca238d4f6af0d04c0ce,SUV,AUDI,100,AUDI 100,AWD,3,petrol,3.8,225,6,496,40984,2015,5,automatic,6635
69749ca238d4f6af0d04c0cf,Minivan,NISSAN,Quest 2016,NISSAN Quest 2016,FWD,2.4,petrol,3.8,180,6,338,32700,2015,5,automatic,4461
69749ca238d4f6af0d04c0ef,Coupe,LEXUS,RC F,LEXUS RC F,RWD,2,petrol,3.5,150,4,734,32264,2015,4,automatic,1769
69749ca238d4f6af0d04c10c,Sedan,BMW,320 2.0,BMW 320 2.0,RWD,2,petrol,4.1,150,4,145,28860,2013,5,tiptronic,1351
69749ca238d4f6af0d04c10d,Sedan,BMW,328 DIZEL,BMW 328 DIZEL,RWD,2,diesel,4.1,150,4,85,29120,2012,5,tiptronic,3478
69749ca238d4f6af0d04c128,Sedan,SUBARU,Impreza G4,SUBARU Impreza G4,AWD,2,petrol,3.2,150,4,980,31188,2011,5,variator,3788
69749ca238d4f6af0d04c12c,Hatchback,HONDA,FIT fit,HONDA FIT fit,AWD,1.3,petrol,3,98,4,993,24544,2006,5,variator,907
69749ca238d4f6af0d04c132,Hatchback,AUDI,RS7,AUDI RS7,AWD,4,petrol,3.8,300,8,10,35076,2013,5,automatic,2871
69749ca238d4f6af0d04c147,Sedan,VOLKSWAGEN,Passat SE,VOLKSWAGEN Passat SE,FWD,1.8,petrol,3.3,135,4,330,29480,2014,5,automatic,4060
69749ca238d4f6af0d04c157,Hatchback,SCION,iA isti,SCION iA isti,FWD,1.5,petrol,3,112,4,660,25704,2005,5,automatic,3744
69749ca238d4f6af0d04c15a,Sedan,HYUNDAI,Elantra GLS / LIMITED,HYUNDAI Elantra GLS / LIMITED,FWD,1.8,petrol,3.1,135,4,794,30016,2012,5,tiptronic,1781
69749ca238d4f6af0d04c161,Coupe,BMW,320 320,BMW 320 320,RWD,2,petrol,3.1,150,6,353,36704,2000,4,manual,2827
69749ca238d4f6af0d04c162,Sedan,TOYOTA,Avalon limited,TOYOTA Avalon limited,FWD,2.5,hybrid,3.3,188,4,57,33152,2012,5,automatic,2051
69749ca238d4f6af0d04c164,Sedan,KIA,Optima X,KIA Optima X,FWD,2,petrol,3.9,150,12,529,29380,2011,5,tiptronic,1252
69749ca238d4f6af0d04c170,Sedan,GAZ,3796,GAZ 3796,RWD,5,petrol,2.8,375,6,496,55836,1983,5,manual,5215
69749ca238d4f6af0d04c189,Sedan,MERCEDES-BENZ,C 320,MERCEDES-BENZ C 320,RWD,3.2,cng,3.4,240,6,836,40500,1999,5,automatic,1785
69749ca238d4f6af0d04c18b,Minivan,VOLKSWAGEN,Touran,VOLKSWAGEN Touran,FWD,2,petrol,3.2,150,4,241,38236,2003,5,tiptronic,3298
69749ca238d4f6af0d04c196,Sedan,OPEL,Omega B,OPEL Omega B,RWD,2,petrol,2.9,150,4,95,35052,1997,5,manual,1879
69749ca238d4f6af0d04c19e,Hatchback,OPEL,Corsa Corsa,OPEL Corsa Corsa,FWD,1.2,petrol,2.8,90,4,559,24888,2002,5,manual,1572
69749ca238d4f6af0d04c1aa,Wagon,OPEL,Vectra C,OPEL Vectra C,FWD,2,diesel,3.8,150,4,262,30250,2003,5,automatic,2084
69749ca238d4f6af0d04c1af,Sedan,MERCEDES-BENZ,E 220 cdi,MERCEDES-BENZ E 220 cdi,RWD,2,diesel,4.2,150,4,365,28340,2015,5,automatic,2303
69749ca238d4f6af0d04c1b4,SUV,MINI,Countryman s,MINI Countryman s,AWD,2.5,petrol,4.1,188,4,943,35840,2012,5,tiptronic,1673
69749ca238d4f6af0d04c1c6,SUV,MERCEDES-BENZ,GL 350,MERCEDES-BENZ GL 350,AWD,2.5,diesel,4.4,188,6,844,36480,2010,5,tiptronic,1986
69749ca238d4f6af0d04c1ea,Sedan,MAZDA,Demio 12,MAZDA Demio 12,FWD,1.3,petrol,3,98,4,936,30008,2003,5,automatic,3756
69749ca238d4f6af0d04c1eb,SUV,HYUNDAI,Tucson TURBO,HYUNDAI Tucson TURBO,AWD,2.5,petrol,4.3,188,4,901,34880,2015,5,tiptronic,1363
69749ca238d4f6af0d04c1ee,Sedan,BMW,535 comfort-sport,BMW 535 comfort-sport,AWD,2,petrol,4.3,150,6,523,29380,2011,5,tiptronic,1738
69749ca238d4f6af0d04c1ef,Coupe,FIAT,500 46 ml,FIAT 500 46 ml,FWD,1.4,petrol,3.2,105,4,917,29920,2014,4,tiptronic,6652
69749ca238d4f6af0d04c1f5,Minivan,TOYOTA,Wish,TOYOTA Wish,FWD,2,petrol,3,150,4,303,37920,2004,5,automatic,2138
69749ca238d4f6af0d04c209,Hatchback,TOYOTA,Vitz RS,TOYOTA Vitz RS,FWD,1.5,lpg,2.8,112,4,690,25920,2004,5,variator,3083
